timestamp,x,y,z,w
1519294750154832,0.0734253,0.27771,-0.890503,-0.352905
1519294750171877,0.0734253,0.27771,-0.890503,-0.352966
1519294750193936,0.0733643,0.27771,-0.890503,-0.352966
1519294750214992,0.0733643,0.27771,-0.890503,-0.352966
1519294750230037,0.0733643,0.277771,-0.890503,-0.352966
1519294750255097,0.0733643,0.277771,-0.890503,-0.352966
1519294750300218,0.0733643,0.27771,-0.890503,-0.352966
1519294750308240,0.0733643,0.27771,-0.890503,-0.352966
1519294750315258,0.0733643,0.27771,-0.890503,-0.352966
1519294750336315,0.0735474,0.277893,-0.890442,-0.352905
1519294750355365,0.0735474,0.277893,-0.890442,-0.352844
1519294750374415,0.0735474,0.277893,-0.890442,-0.352844
1519294750396474,0.0735474,0.277893,-0.890442,-0.352844
1519294750425580,0.0735474,0.277832,-0.890442,-0.352905
1519294750438586,0.0735474,0.277832,-0.890442,-0.352905
1519294750455678,0.0734863,0.277893,-0.890442,-0.352905
1519294750469719,0.0734863,0.277832,-0.890442,-0.352905
1519294750492731,0.0735474,0.277893,-0.890442,-0.352905
1519294750515792,0.0734253,0.277649,-0.890564,-0.352844
1519294750529828,0.0733643,0.277588,-0.890564,-0.352844
1519294750552891,0.0733643,0.277588,-0.890564,-0.352844
1519294750575952,0.0735474,0.277771,-0.890503,-0.352783
1519294750590030,0.0736694,0.278015,-0.890442,-0.352722
1519294750613051,0.0736694,0.278015,-0.890442,-0.352722
1519294750636139,0.0736084,0.278015,-0.890442,-0.352722
1519294750650190,0.0736084,0.277954,-0.890442,-0.352722
1519294750672208,0.0736084,0.277954,-0.890442,-0.352722
1519294750695269,0.0736084,0.277954,-0.890442,-0.352783
1519294750710310,0.0736084,0.277954,-0.890442,-0.352783
1519294750732368,0.0736084,0.277954,-0.890503,-0.352783
1519294750763452,0.0736084,0.277954,-0.890442,-0.352783
1519294750770471,0.0736084,0.277954,-0.890503,-0.352783
1519294750792577,0.0736084,0.277954,-0.890442,-0.352783
1519294750815589,0.0736084,0.277954,-0.890442,-0.352783
1519294750831632,0.0736084,0.277954,-0.890503,-0.352783
1519294750852736,0.0735474,0.277954,-0.890503,-0.352783
1519294750875750,0.0735474,0.277893,-0.890503,-0.352783
1519294750891793,0.0735474,0.277954,-0.890503,-0.352783
1519294750912867,0.0735474,0.277954,-0.890503,-0.352783
1519294750935909,0.0735474,0.277954,-0.890503,-0.352783
1519294750951953,0.0735474,0.277893,-0.890503,-0.352783
1519294750973046,0.0735474,0.277893,-0.890503,-0.352783
1519294750996079,0.0735474,0.277893,-0.890503,-0.352783
1519294751011109,0.0735474,0.277893,-0.890503,-0.352783
1519294751032174,0.0736084,0.278076,-0.890503,-0.352661
1519294751056277,0.0736084,0.278076,-0.890503,-0.352661
1519294751071449,0.0736084,0.278076,-0.890503,-0.352661
1519294751092618,0.0736084,0.278076,-0.890503,-0.352661
1519294751115935,0.0735474,0.277954,-0.890503,-0.352661
1519294751131722,0.0735474,0.277954,-0.890503,-0.352661
1519294751152791,0.0735474,0.277954,-0.890503,-0.352661
1519294751175870,0.0735474,0.277954,-0.890503,-0.352661
1519294751191886,0.0735474,0.277893,-0.890503,-0.352661
1519294751212192,0.0735474,0.277893,-0.890503,-0.352661
1519294751236529,0.0735474,0.277893,-0.890503,-0.352661
1519294751252331,0.0735474,0.277893,-0.890503,-0.352661
1519294751273354,0.0735474,0.277893,-0.890564,-0.352661
1519294751295458,0.0735474,0.277893,-0.890564,-0.352661
1519294751311489,0.0735474,0.277893,-0.890564,-0.352661
1519294751332542,0.0735474,0.277893,-0.890503,-0.352661
1519294751356846,0.0735474,0.277893,-0.890503,-0.352661
1519294751371646,0.0735474,0.277893,-0.890503,-0.352661
1519294751392781,0.0735474,0.277893,-0.890503,-0.352661
1519294751415764,0.0735474,0.277893,-0.890564,-0.352661
1519294751431806,0.0735474,0.277893,-0.890503,-0.352661
1519294751461225,0.0735474,0.277893,-0.890503,-0.352661
1519294751475273,0.0735474,0.277893,-0.890503,-0.352661
1519294751491279,0.0735474,0.277893,-0.890564,-0.352661
1519294751512335,0.0735474,0.277893,-0.890564,-0.352661
1519294751535395,0.0735474,0.277893,-0.890564,-0.352661
1519294751557453,0.0735474,0.277893,-0.890564,-0.352661
1519294751572493,0.0735474,0.277893,-0.890503,-0.352661
1519294751595555,0.0735474,0.277893,-0.890564,-0.352661
1519294751611637,0.0735474,0.277893,-0.890564,-0.352661
1519294751632853,0.0735474,0.277832,-0.890564,-0.352661
1519294751655133,0.0735474,0.277832,-0.890564,-0.352661
1519294751677812,0.0735474,0.277832,-0.890564,-0.352661
1519294751692891,0.0735474,0.277832,-0.890564,-0.352661
1519294751715954,0.0735474,0.277832,-0.890564,-0.352661
1519294751739003,0.0735474,0.277832,-0.890564,-0.352661
1519294751754016,0.0735474,0.277832,-0.890564,-0.352661
1519294751775121,0.0734863,0.277832,-0.890564,-0.352661
1519294751791115,0.0734863,0.277832,-0.890564,-0.352661
1519294751814176,0.0735474,0.277832,-0.890564,-0.352661
1519294751835235,0.0735474,0.277832,-0.890564,-0.352661
1519294751852395,0.0733643,0.277588,-0.890625,-0.352722
1519294751874336,0.0733643,0.277588,-0.890625,-0.352722
1519294751896435,0.0733643,0.277588,-0.890625,-0.352722
1519294751911434,0.0733643,0.277588,-0.890625,-0.352722
1519294751933879,0.0733643,0.277527,-0.890625,-0.352722
1519294751954918,0.0733032,0.277771,-0.890564,-0.352661
1519294751971981,0.072937,0.277771,-0.890625,-0.352661
1519294751996029,0.0723267,0.277405,-0.890808,-0.3526
1519294752017340,0.0715942,0.277588,-0.890869,-0.352478
1519294752031482,0.0690918,0.277588,-0.890869,-0.352966
1519294752060486,0.0626831,0.276855,-0.890686,-0.355164
1519294752074901,0.0515747,0.271973,-0.892456,-0.356262
1519294752091708,0.0337524,0.258179,-0.896484,-0.358582
1519294752114066,0.00494385,0.229919,-0.903625,-0.361389
1519294752135358,-0.03302,0.181824,-0.913391,-0.362793
1519294752151447,-0.0692749,0.11969,-0.922546,-0.360413
1519294752174508,-0.0944214,0.0657959,-0.927124,-0.356689
1519294752195566,-0.10437,0.0330811,-0.927368,-0.35791
1519294752211606,-0.102783,0.0163574,-0.926636,-0.36145
1519294752233763,-0.0935059,-0.00134277,-0.926208,-0.365356
1519294752255848,-0.0805664,-0.0302734,-0.924744,-0.370789
1519294752272056,-0.0647583,-0.0622559,-0.921082,-0.378967
1519294752293890,-0.0481567,-0.0962524,-0.9151,-0.388611
1519294752315302,-0.0302734,-0.131653,-0.906616,-0.399902
1519294752331388,-0.0112915,-0.167236,-0.895386,-0.412659
1519294752354505,0.00970459,-0.200317,-0.882568,-0.425354
1519294752377560,0.0320435,-0.227478,-0.869385,-0.437561
1519294752391601,0.0549927,-0.248596,-0.857544,-0.447083
1519294752414033,0.0774536,-0.264893,-0.848267,-0.452026
1519294752435461,0.100037,-0.275757,-0.841797,-0.453186
1519294752451129,0.122009,-0.281128,-0.838257,-0.45105
1519294752474191,0.143066,-0.281189,-0.837524,-0.446167
1519294752495939,0.161133,-0.281433,-0.837646,-0.439636
1519294752517943,0.172791,-0.285339,-0.836914,-0.434082
1519294752533983,0.176758,-0.294373,-0.835022,-0.429993
1519294752555070,0.174194,-0.305481,-0.833618,-0.426086
1519294752572197,0.167725,-0.31488,-0.833862,-0.421265
1519294752594161,0.160706,-0.319702,-0.836365,-0.415405
1519294752615440,0.154724,-0.319031,-0.84082,-0.40918
1519294752631475,0.14917,-0.314209,-0.846313,-0.403564
1519294752661949,0.143066,-0.306519,-0.852356,-0.398987
1519294752676264,0.134521,-0.297363,-0.858704,-0.395142
1519294752690048,0.124023,-0.286926,-0.865295,-0.391907
1519294752714112,0.112061,-0.273254,-0.872314,-0.389709
1519294752735492,0.0999756,-0.255859,-0.879517,-0.388733
1519294752758546,0.0883789,-0.235779,-0.885803,-0.389954
1519294752773819,0.0773315,-0.213013,-0.891296,-0.392822
1519294752795641,0.0653076,-0.188354,-0.895996,-0.396973
1519294752810681,0.0514526,-0.163147,-0.899963,-0.401123
1519294752833388,0.0395508,-0.136597,-0.903687,-0.403992
1519294752856435,0.0326538,-0.107422,-0.906982,-0.406067
1519294752872452,0.0294189,-0.0770874,-0.909607,-0.407349
1519294752893508,0.0252075,-0.0499878,-0.91156,-0.40741
1519294752916213,0.0202026,-0.0249634,-0.913513,-0.405579
1519294752932200,0.0176392,0.000610352,-0.915344,-0.402405
1519294752953970,0.0149536,0.0234985,-0.916443,-0.399292
1519294752976619,0.00927734,0.0410156,-0.917419,-0.395752
1519294752992490,0.000366211,0.0526733,-0.919006,-0.390869
1519294753013557,-0.00848389,0.0611572,-0.92041,-0.386169
1519294753035851,-0.0145874,0.0734863,-0.921204,-0.381897
1519294753052913,-0.0179443,0.0887451,-0.921021,-0.378906
1519294753073976,-0.0205688,0.100891,-0.920837,-0.376282
1519294753096321,-0.020752,0.108215,-0.920471,-0.375122
1519294753112144,-0.0178833,0.115479,-0.919434,-0.375549
1519294753133202,-0.0141602,0.122803,-0.918091,-0.37677
1519294753155266,-0.0123291,0.127991,-0.916565,-0.378662
1519294753172308,-0.0111694,0.131104,-0.915283,-0.380798
1519294753193360,-0.00909424,0.135559,-0.913818,-0.382874
1519294753215473,-0.00921631,0.136963,-0.91272,-0.384888
1519294753238731,-0.0120239,0.135193,-0.912231,-0.386658
1519294753253775,-0.0145264,0.134705,-0.911743,-0.387878
1519294753275918,-0.0153809,0.139038,-0.910522,-0.389221
1519294753292889,-0.0162964,0.146057,-0.908691,-0.390808
1519294753313220,-0.0187988,0.151428,-0.90686,-0.392944
1519294753336137,-0.0232544,0.15387,-0.905273,-0.395386
1519294753352177,-0.0291748,0.154358,-0.904297,-0.397095
1519294753373233,-0.0344849,0.155151,-0.903442,-0.398254
1519294753403552,-0.0383911,0.15564,-0.90271,-0.399414
1519294753412697,-0.039917,0.155701,-0.902527,-0.399536
1519294753435259,-0.0405273,0.153931,-0.903259,-0.398621
1519294753456296,-0.0422974,0.151672,-0.904114,-0.397278
1519294753472120,-0.0465088,0.149841,-0.905029,-0.395447
1519294753493314,-0.0546265,0.145691,-0.905884,-0.393921
1519294753523462,-0.0698853,0.133911,-0.907776,-0.391418
1519294753532245,-0.093811,0.108459,-0.911072,-0.386597
1519294753553304,-0.12439,0.0675049,-0.914795,-0.378418
1519294753575623,-0.151672,0.0214844,-0.916016,-0.370789
1519294753592405,-0.165527,-0.0245361,-0.914612,-0.368286
1519294753613717,-0.165955,-0.0717773,-0.910583,-0.371826
1519294753636059,-0.155579,-0.118225,-0.90448,-0.379272
1519294753651430,-0.135254,-0.157471,-0.897339,-0.389648
1519294753673653,-0.10675,-0.187561,-0.889587,-0.40271
1519294753696679,-0.0736694,-0.212036,-0.881592,-0.415405
1519294753711635,-0.039978,-0.235596,-0.87146,-0.428406
1519294753733686,-0.00604248,-0.263062,-0.858032,-0.441162
1519294753756000,0.02771,-0.291992,-0.842834,-0.451355
1519294753771788,0.0632324,-0.311646,-0.830688,-0.457031
1519294753793081,0.0974121,-0.321533,-0.822205,-0.459534
1519294753816009,0.12854,-0.325867,-0.816895,-0.458374
1519294753832221,0.153625,-0.328918,-0.813843,-0.453857
1519294753855075,0.172119,-0.336487,-0.810547,-0.447449
1519294753876348,0.182678,-0.344543,-0.808716,-0.44043
1519294753892417,0.186035,-0.351379,-0.808777,-0.433472
1519294753914715,0.183533,-0.354858,-0.811279,-0.42688
1519294753936509,0.176025,-0.354858,-0.815918,-0.421265
1519294753951547,0.164978,-0.352173,-0.821899,-0.416321
1519294753974911,0.152771,-0.344482,-0.829773,-0.411804
1519294753995972,0.140442,-0.332092,-0.83905,-0.407471
1519294754011318,0.126953,-0.314758,-0.849365,-0.404297
1519294754034442,0.112793,-0.292786,-0.860535,-0.401367
1519294754055466,0.0990601,-0.268616,-0.871826,-0.397583
1519294754072061,0.0841675,-0.245789,-0.881836,-0.393616
1519294754094882,0.069519,-0.221436,-0.890625,-0.391113
1519294754115945,0.0556641,-0.192871,-0.898804,-0.389771
1519294754132239,0.0422363,-0.163086,-0.905762,-0.388977
1519294754162126,0.0313721,-0.136597,-0.911011,-0.388
1519294754176344,0.0231323,-0.112061,-0.914368,-0.38855
1519294754192210,0.0169678,-0.085144,-0.915894,-0.391968
1519294754215398,0.00939941,-0.059082,-0.9151,-0.398926
1519294754235545,0.00305176,-0.0327759,-0.913086,-0.406555
1519294754251629,-0.00183105,-0.00500488,-0.910522,-0.413574
1519294754280900,-0.00744629,0.0231323,-0.907776,-0.418823
1519294754295703,-0.0132446,0.0497437,-0.905273,-0.421753
1519294754311745,-0.0164795,0.0736084,-0.90271,-0.423706
1519294754334832,-0.0177002,0.0932007,-0.901062,-0.423218
1519294754364003,-0.0221558,0.104309,-0.900818,-0.421021
1519294754371944,-0.0285645,0.111572,-0.901184,-0.417969
1519294754401242,-0.0307617,0.117676,-0.902039,-0.414246
1519294754416052,-0.0263672,0.124756,-0.902344,-0.411743
1519294754431319,-0.0210571,0.133606,-0.901428,-0.411438
1519294754454348,-0.0177612,0.139282,-0.900085,-0.412598
1519294754476107,-0.0144653,0.145142,-0.89917,-0.41272
1519294754491898,-0.0122681,0.148132,-0.89856,-0.413025
1519294754515175,-0.0130615,0.147888,-0.898499,-0.413147
1519294754536338,-0.0147095,0.148682,-0.898926,-0.411926
1519294754551276,-0.0163574,0.151733,-0.898682,-0.411255
1519294754574334,-0.0172729,0.157959,-0.898071,-0.410217
1519294754597395,-0.0178223,0.164673,-0.897644,-0.408447
1519294754611432,-0.0192871,0.16803,-0.897949,-0.406433
1519294754634493,-0.0221558,0.168396,-0.898804,-0.404175
1519294754656231,-0.0252686,0.170166,-0.899475,-0.401672
1519294754671888,-0.0269165,0.175598,-0.899414,-0.399414
1519294754693956,-0.0285034,0.179382,-0.899292,-0.39801
1519294754716005,-0.0310669,0.177856,-0.89978,-0.397339
1519294754732047,-0.0341187,0.175842,-0.900513,-0.396301
1519294754761136,-0.0363159,0.175415,-0.900818,-0.39563
1519294754777459,-0.036438,0.17627,-0.900757,-0.395325
1519294754791921,-0.0354004,0.178101,-0.900696,-0.394836
1519294754820818,-0.0351563,0.179688,-0.900696,-0.394043
1519294754837104,-0.0358887,0.180481,-0.900757,-0.393555
1519294754858155,-0.0372314,0.180542,-0.90094,-0.393005
1519294754873959,-0.0378418,0.180298,-0.901245,-0.392212
1519294754897218,-0.0372925,0.180786,-0.901489,-0.391602
1519294754912292,-0.0369873,0.181885,-0.901489,-0.391052
1519294754934319,-0.0377808,0.182251,-0.901489,-0.390808
1519294754957380,-0.0391846,0.181641,-0.901733,-0.390381
1519294754971712,-0.0402222,0.180664,-0.902039,-0.390076
1519294754993776,-0.0405884,0.180054,-0.902222,-0.389771
1519294755017206,-0.0405273,0.18042,-0.902283,-0.389587
1519294755031245,-0.0407715,0.180908,-0.902283,-0.389343
1519294755054487,-0.0408325,0.181396,-0.902283,-0.389038
1519294755076902,-0.0409546,0.18103,-0.902527,-0.388672
1519294755092262,-0.0411377,0.181213,-0.902588,-0.388428
1519294755113996,-0.0415039,0.181763,-0.902466,-0.388428
1519294755137058,-0.041687,0.182312,-0.902344,-0.388367
1519294755151099,-0.0419922,0.182373,-0.902466,-0.388062
1519294755174158,-0.0424805,0.181885,-0.902649,-0.387756
1519294755197218,-0.0429077,0.181213,-0.902893,-0.387573
1519294755211256,-0.0430908,0.180969,-0.902954,-0.387512
1519294755234328,-0.0427246,0.181763,-0.902771,-0.387573
1519294755257380,-0.0422974,0.182678,-0.902649,-0.387512
1519294755278435,-0.0426636,0.182434,-0.90271,-0.387451
1519294755294477,-0.0429077,0.182495,-0.90271,-0.387329
1519294755317539,-0.0429077,0.182983,-0.902649,-0.387207
1519294755337846,-0.0429077,0.183044,-0.902649,-0.387207
1519294755353929,-0.0429077,0.183838,-0.902527,-0.387146
1519294755376953,-0.0430908,0.184448,-0.902466,-0.387024
1519294755398009,-0.0432739,0.184814,-0.902405,-0.386963
1519294755414058,-0.0435181,0.184814,-0.902405,-0.386841
1519294755437113,-0.043396,0.185486,-0.902344,-0.38678
1519294755466194,-0.0432739,0.185974,-0.902283,-0.386658
1519294755474215,-0.0435181,0.185852,-0.902283,-0.386719
1519294755497275,-0.0438843,0.185913,-0.902222,-0.386719
1519294755519334,-0.0440063,0.186157,-0.902161,-0.386841
1519294755534371,-0.0438232,0.186829,-0.901978,-0.386902
1519294755556456,-0.0438232,0.186829,-0.901978,-0.386902
1519294755578551,-0.0440063,0.187073,-0.901978,-0.386841
1519294755593591,-0.0441284,0.18689,-0.901978,-0.38678
1519294755616815,-0.0441284,0.18689,-0.901978,-0.38678
