timestamp,x,y,z
1519294750154832,0.065918,-0.583008,0.897949
1519294750171877,0.0708008,-0.578125,0.891602
1519294750193936,0.0727539,-0.585938,0.893555
1519294750214992,0.0737305,-0.584473,0.888672
1519294750230037,0.0693359,-0.585449,0.88623
1519294750255097,0.0737305,-0.581055,0.893555
1519294750300218,0.0693359,-0.584961,0.899414
1519294750308240,0.0668945,-0.584961,0.895508
1519294750315258,0.0717773,-0.58252,0.893555
1519294750336315,0.0678711,-0.582031,0.88623
1519294750355365,0.065918,-0.587402,0.89209
1519294750374415,0.0703125,-0.585938,0.88916
1519294750396474,0.0678711,-0.582031,0.891602
1519294750425580,0.0708008,-0.575195,0.892578
1519294750438586,0.0703125,-0.586426,0.891602
1519294750455678,0.0742188,-0.582031,0.889648
1519294750469719,0.0668945,-0.577637,0.885742
1519294750492731,0.0708008,-0.595215,0.890137
1519294750515792,0.0712891,-0.580078,0.896973
1519294750529828,0.0664063,-0.571289,0.895996
1519294750552891,0.0708008,-0.57373,0.893555
1519294750575952,0.0683594,-0.583984,0.88623
1519294750590030,0.0698242,-0.588379,0.888184
1519294750613051,0.0703125,-0.588379,0.896484
1519294750636139,0.0722656,-0.589355,0.900879
1519294750650190,0.0703125,-0.57373,0.896484
1519294750672208,0.0727539,-0.583984,0.891113
1519294750695269,0.0698242,-0.57959,0.885254
1519294750710310,0.0693359,-0.578613,0.889648
1519294750732368,0.0673828,-0.582031,0.89502
1519294750763452,0.0678711,-0.584473,0.88916
1519294750770471,0.0698242,-0.581543,0.893555
1519294750792577,0.0751953,-0.584473,0.889648
1519294750815589,0.0698242,-0.583496,0.889648
1519294750831632,0.0688477,-0.576172,0.886719
1519294750852736,0.0708008,-0.580078,0.896484
1519294750875750,0.0712891,-0.581055,0.895996
1519294750891793,0.0712891,-0.586914,0.885742
1519294750912867,0.0668945,-0.585449,0.895508
1519294750935909,0.0673828,-0.581543,0.886719
1519294750951953,0.0717773,-0.583008,0.896973
1519294750973046,0.0683594,-0.577637,0.88916
1519294750996079,0.065918,-0.583008,0.88916
1519294751011109,0.0742188,-0.579102,0.891602
1519294751032174,0.0717773,-0.580078,0.891113
1519294751056277,0.0722656,-0.588379,0.89502
1519294751071449,0.0600586,-0.584473,0.895996
1519294751092618,0.0678711,-0.58252,0.88916
1519294751115935,0.0737305,-0.59082,0.886719
1519294751131722,0.0615234,-0.57666,0.893555
1519294751152791,0.0717773,-0.578125,0.894043
1519294751175870,0.0668945,-0.582031,0.89209
1519294751191886,0.0732422,-0.581055,0.896973
1519294751212192,0.0683594,-0.581055,0.895508
1519294751236529,0.0698242,-0.585449,0.896484
1519294751252331,0.0698242,-0.57959,0.891602
1519294751273354,0.0673828,-0.577148,0.895508
1519294751295458,0.0708008,-0.583008,0.887207
1519294751311489,0.0708008,-0.581055,0.891113
1519294751332542,0.0693359,-0.589844,0.888672
1519294751356846,0.0722656,-0.588379,0.895996
1519294751371646,0.0698242,-0.582031,0.889648
1519294751392781,0.0693359,-0.583008,0.891113
1519294751415764,0.0683594,-0.57666,0.891113
1519294751431806,0.0751953,-0.588867,0.885742
1519294751461225,0.0668945,-0.583496,0.887695
1519294751475273,0.0644531,-0.583008,0.889648
1519294751491279,0.0693359,-0.57666,0.89209
1519294751512335,0.0673828,-0.584473,0.88916
1519294751535395,0.0654297,-0.583008,0.889648
1519294751557453,0.0649414,-0.586914,0.888672
1519294751572493,0.0722656,-0.583496,0.884277
1519294751595555,0.0678711,-0.578125,0.894043
1519294751611637,0.0693359,-0.584473,0.89502
1519294751632853,0.0717773,-0.576172,0.891113
1519294751655133,0.0668945,-0.58252,0.88916
1519294751677812,0.0683594,-0.586914,0.895508
1519294751692891,0.0732422,-0.583984,0.887207
1519294751715954,0.0693359,-0.583984,0.894531
1519294751739003,0.0712891,-0.575684,0.891602
1519294751754016,0.0712891,-0.578613,0.890137
1519294751775121,0.0703125,-0.57959,0.901367
1519294751791115,0.0727539,-0.587891,0.89502
1519294751814176,0.0634766,-0.585449,0.887207
1519294751835235,0.0693359,-0.584961,0.900879
1519294751852395,0.0756836,-0.581543,0.895508
1519294751874336,0.0664063,-0.574219,0.885254
1519294751896435,0.0664063,-0.581543,0.899902
1519294751911434,0.0712891,-0.582031,0.891113
1519294751933879,0.0673828,-0.573242,0.890137
1519294751954918,0.0698242,-0.589844,0.899902
1519294751971981,0.081543,-0.603516,0.907227
1519294751996029,0.0742188,-0.599121,0.922852
1519294752017340,0.0698242,-0.616699,0.942871
1519294752031482,0.0507813,-0.728516,0.955566
1519294752060486,0.0761719,-0.80127,1.03955
1519294752074901,0.119629,-0.851563,1.2334
1519294752091708,0.137207,-0.942383,1.50732
1519294752114066,0.141602,-1.01709,1.55029
1519294752135358,0.338867,-0.635254,1.47217
1519294752151447,0.460938,-0.128418,1.3916
1519294752174508,0.476074,0.331055,1.59814
1519294752195566,0.456055,0.310547,1.771
1519294752211606,0.586426,-0.0488281,1.84277
1519294752233763,0.452637,-0.214844,1.85059
1519294752255848,0.283691,-0.199219,1.66113
1519294752272056,0.0561523,-0.183594,1.49072
1519294752293890,-0.0795898,-0.121582,1.30518
1519294752315302,-0.0561523,-0.118164,1.17334
1519294752331388,-0.0322266,-0.141113,0.939941
1519294752354505,-0.0400391,-0.00537109,0.799805
1519294752377560,0.0166016,-0.00537109,0.695801
1519294752391601,0.127441,0.0283203,0.508301
1519294752414033,0.128418,0.0610352,0.319336
1519294752435461,0.0131836,0.192871,0.209473
1519294752451129,-0.097168,0.239258,0.110352
1519294752474191,-0.188965,0.239258,0.0708008
1519294752495939,-0.287109,0.191406,0.0629883
1519294752517943,-0.395508,0.166016,0.0478516
1519294752533983,-0.456543,0.216797,0.0317383
1519294752555070,-0.416016,0.337402,0.0214844
1519294752572197,-0.37793,0.424805,0.0629883
1519294752594161,-0.38623,0.429688,0.0961914
1519294752615440,-0.431152,0.424805,0.13916
1519294752631475,-0.433594,0.40332,0.231445
1519294752661949,-0.39502,0.344727,0.303223
1519294752676264,-0.351074,0.33252,0.398926
