timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1519294750777501,-1,-3,-5,25,-4,-2,0,-1
1519294750777501,0,0,3,10,0,-2,-1,0
1519294750785538,-2,1,-1,51,14,2,1,0
1519294750785538,-2,-2,1,-82,0,-2,-1,-2
1519294750800551,0,3,5,16,1,0,0,1
1519294750800551,-2,0,-4,6,-8,0,-1,-1
1519294750807569,-2,-2,3,31,-2,-1,0,0
1519294750807569,0,0,-4,-15,-8,0,-1,0
1519294750816598,-1,0,4,-7,7,2,-1,-1
1519294750816598,0,-3,-15,-22,-2,-4,-2,0
1519294750830629,-1,1,3,5,-2,-3,-2,-2
1519294750830629,0,0,4,24,-7,2,1,1
1519294750837647,1,1,1,4,-1,-1,1,-2
1519294750837647,-1,-3,-1,-43,-1,0,-1,-1
1519294750844667,0,0,-2,-19,7,0,0,0
1519294750844667,0,-2,1,18,1,-2,-1,0
1519294750859757,-2,-3,-3,-19,-21,-2,0,-2
1519294750859757,0,4,4,21,11,3,2,1
1519294750867765,-3,-3,-3,-6,1,-2,-3,-3
1519294750867765,0,1,1,-15,8,1,0,0
1519294750876757,-2,-3,-1,8,-7,-1,-4,-1
1519294750876757,0,-2,0,4,-4,1,2,2
1519294750890836,1,1,4,7,-8,-1,0,0
1519294750890836,-2,-2,-4,9,11,-1,-1,-1
1519294750897809,-1,0,-5,-51,-3,-1,0,1
1519294750897809,-1,1,4,-1,-8,-3,-1,0
1519294750904874,1,-3,-7,30,-1,-1,-1,0
1519294750904874,0,-3,-4,-31,3,1,1,-1
1519294750919897,0,-1,-3,-13,0,-2,-1,1
1519294750919897,1,-1,5,13,-4,1,1,1
1519294750927888,-2,-4,-3,-59,-6,-3,-2,-1
1519294750927888,-1,1,1,26,7,-2,-2,-2
1519294750936925,0,1,-2,-12,6,0,0,1
1519294750936925,-2,-2,0,7,-5,-1,0,-1
1519294750950951,-1,0,-3,-19,-3,-1,0,0
1519294750950951,-1,-1,1,23,-6,0,-1,0
1519294750957986,-1,-3,1,-11,-3,-2,-3,-1
1519294750957986,0,-2,0,21,-2,2,-2,-2
1519294750965025,0,2,0,17,-3,0,1,-2
1519294750965025,-2,0,9,-21,12,-2,-2,-3
1519294750980063,-1,-2,-16,-58,-5,0,0,-1
1519294750980063,1,-1,3,12,1,1,-1,0
1519294750987045,0,-1,-1,26,-2,1,1,1
1519294750987045,-1,-1,-3,23,-11,-2,-2,-1
1519294750996079,2,1,5,0,5,-1,1,1
1519294750996079,-1,2,7,1,19,3,1,1
1519294751011109,-4,-2,-5,-17,0,0,-3,0
1519294751011109,-1,1,6,75,6,2,2,0
1519294751017125,-1,-3,-8,-74,-13,-2,-2,-2
1519294751017125,0,-2,2,3,-7,-4,-4,-1
1519294751025146,-2,1,7,17,7,-1,-1,-1
1519294751025146,-1,-1,-3,-2,-4,2,0,1
1519294751040235,-1,-1,1,31,1,1,0,1
1519294751040235,-1,0,-5,-4,-4,-3,0,0
1519294751047205,1,-1,-3,-51,4,0,1,-1
1519294751047205,1,0,1,67,-3,-1,-2,-2
1519294751056277,0,1,2,-1,0,1,-2,0
1519294751056277,1,3,0,22,2,1,-1,1
1519294751070297,-2,-2,-1,33,-4,-2,-1,-2
1519294751070297,-1,-2,-1,-69,3,-1,0,-1
1519294751077285,-1,-1,-4,18,-12,-3,1,-3
1519294751077285,-1,-1,-1,-2,3,-1,0,-1
1519294751085531,0,0,0,-4,7,1,2,2
1519294751085531,-3,-4,-3,7,4,-5,-4,-3
1519294751100641,0,-1,2,15,5,1,1,2
1519294751100641,2,1,-4,-17,-11,0,-1,-1
1519294751107659,-1,-1,2,0,-12,-1,-2,0
1519294751107659,1,0,-6,-3,4,3,1,1
1519294751116681,-3,1,3,22,1,-3,-4,-2
1519294751116681,-1,0,2,17,-3,-1,-1,-2
1519294751130759,0,-2,-2,0,8,2,1,-1
1519294751130759,0,1,3,-8,-9,0,3,0
1519294751137979,-1,0,-5,6,0,0,2,1
1519294751137979,-2,-2,-1,-16,6,-3,-2,-2
1519294751144763,-1,0,5,5,0,1,-1,-2
1519294751144763,-1,0,-1,6,-10,-2,-2,0
1519294751159797,-1,-2,-9,-11,21,4,0,0
1519294751159797,-1,2,6,16,6,0,-2,0
1519294751168066,0,-1,-9,-68,-4,-3,-2,-2
1519294751168066,-2,0,2,0,-4,0,0,0
1519294751176842,0,0,3,13,-7,-3,0,-2
1519294751176842,0,-1,-2,2,-4,2,2,-1
1519294751190883,-1,0,-3,17,-2,0,-1,1
1519294751190883,0,0,0,15,-2,-2,-2,-2
1519294751198185,-1,-2,-1,-56,-8,-3,-3,-1
1519294751198185,-1,0,-1,-20,1,2,0,0
1519294751204917,-1,-3,0,26,5,-3,-3,-2
1519294751204917,1,-1,-4,-21,-3,-1,0,1
1519294751220330,2,1,5,25,-4,2,1,1
1519294751220330,-3,-4,-2,1,12,0,-3,0
1519294751227231,0,2,4,22,-8,2,-1,0
1519294751227231,-1,-2,-5,-68,4,-2,-2,-1
1519294751236529,0,-1,-5,1,-4,-2,-2,-1
1519294751236529,-3,-2,-2,4,-13,-4,-1,-2
1519294751251326,1,-3,1,1,5,0,1,1
1519294751251326,1,2,4,23,7,5,3,3
1519294751257567,-4,-1,-3,-34,-8,-5,1,-4
1519294751257567,1,1,0,-7,7,1,0,1
1519294751265336,1,-1,-1,12,-4,-1,-1,0
1519294751265336,-2,-1,1,21,-6,-3,-1,-2
1519294751280392,1,1,2,1,1,0,1,2
1519294751280392,-1,-3,-2,20,-5,-3,-2,-3
1519294751287416,-1,-1,2,-5,18,1,0,-2
1519294751287416,-1,1,-4,-13,0,-1,0,-1
1519294751302461,-1,-2,5,28,2,1,-1,-1
1519294751302461,1,0,-6,-18,-9,-1,1,1
1519294751310483,-1,0,-2,-1,-11,-2,-1,0
1519294751310483,0,-2,-1,21,10,1,0,-1
1519294751317502,0,0,-1,-20,-1,0,0,0
1519294751317502,-1,0,-2,6,-5,-4,-1,-2
1519294751324776,-1,1,-2,14,-5,1,2,1
1519294751324776,-1,-1,2,1,4,-2,-1,0
1519294751340564,1,0,2,37,2,1,1,1
1519294751340564,0,-3,-5,-11,-1,0,-1,-3
1519294751347582,0,1,1,-3,6,1,1,1
1519294751347582,0,-2,0,9,-4,0,-1,-1
1519294751362622,-2,0,5,14,2,-3,-4,-3
1519294751362622,0,-1,-3,-13,-6,-1,1,-1
1519294751370704,0,2,-6,-20,-5,-2,1,0
1519294751370704,0,-1,4,38,10,1,0,0
1519294751377663,0,-1,-6,-35,3,-1,1,1
1519294751377663,-2,0,-2,-6,8,3,0,-1
1519294751385744,0,-1,-3,-6,-22,-3,0,0
1519294751385744,0,-1,1,-20,-2,-1,-2,-1
1519294751399974,-1,0,-2,27,-3,-2,-2,-3
1519294751399974,0,1,2,-18,4,1,2,2
1519294751407742,-1,-2,-4,2,-3,0,0,-2
1519294751407742,0,2,-3,-3,0,0,0,-1
1519294751422782,1,0,2,7,4,1,1,2
1519294751422782,-2,-2,-1,-6,-3,-1,-2,0
1519294751431059,-1,-1,2,7,0,0,-2,-1
1519294751431059,-1,-2,-3,0,-9,-2,0,0
1519294751445842,-1,-1,-2,20,8,-2,-1,-2
1519294751445842,-1,0,-1,46,8,1,-1,-1
1519294751446847,-2,-2,-5,-63,-4,-2,0,-1
1519294751446847,-3,-3,0,29,1,-3,-3,-2
1519294751461225,-2,-2,-1,-16,-6,0,0,-1
1519294751461225,0,-1,3,1,-12,-1,0,1
1519294751467476,1,-1,3,30,9,1,2,-1
1519294751467476,-2,-4,-12,-70,-14,-3,-2,-4
1519294751482256,1,2,3,24,8,2,0,0
1519294751482256,0,0,-9,-23,1,-1,-3,0
1519294751490314,-1,-2,1,-10,0,-2,-2,-1
1519294751490314,1,1,2,15,-6,1,2,2
1519294751505318,-2,-5,-7,-28,3,-1,0,0
1519294751505318,2,1,7,47,-13,-2,1,-1
1519294751506317,-1,-1,1,-2,13,0,-2,-2
1519294751506317,-1,1,-1,-2,4,-1,0,-2
1519294751520355,0,0,1,8,1,-1,-1,1
1519294751520355,-2,-2,1,-6,-3,-1,0,-2
1519294751527373,0,3,5,25,-8,0,0,2
1519294751527373,0,-2,-2,12,3,-1,0,-1
1519294751542416,-2,-1,0,3,0,0,0,-1
1519294751542416,-2,-2,-5,-54,-10,-1,-2,-2
1519294751551437,0,-3,-2,43,6,-2,-1,-2
1519294751551437,0,-1,1,-66,-2,2,0,2
1519294751565476,-1,-4,-9,30,-11,-3,-3,-1
1519294751565476,-2,-3,3,-5,4,-2,-2,-1
1519294751566489,0,-1,-3,12,1,-1,-2,-2
1519294751566489,-1,0,0,33,-2,-3,-2,-3
1519294751579734,-1,2,1,-32,-11,-1,-1,0
1519294751579734,0,-1,2,13,2,1,1,1
1519294751587563,-2,-2,-4,6,3,-3,-2,-2
1519294751587563,1,-1,3,30,9,3,-1,0
1519294751602622,-2,-2,-4,-24,-7,-1,-2,-2
1519294751602622,1,1,0,13,5,2,1,2
1519294751610635,-2,-1,-4,-24,-6,-1,1,-1
1519294751610635,-1,-1,-3,-2,-13,-3,-2,-1
1519294751626026,-1,1,2,52,10,0,0,0
1519294751626026,-3,-2,-6,-64,-7,-3,-2,-3
1519294751626677,0,-1,0,-12,-1,-1,-1,0
1519294751626677,-1,-1,-2,-4,-4,-1,2,2
1519294751640091,1,-2,-1,0,-1,-1,-1,-1
1519294751640091,-1,-1,0,15,-1,0,-1,-1
1519294751647904,-1,0,-2,11,11,0,-2,0
1519294751647904,-3,1,2,50,6,1,-1,-2
1519294751662849,0,-1,-1,-5,0,0,-1,0
1519294751662849,1,1,1,-10,-2,-1,-1,1
1519294751671048,2,-2,4,38,-6,2,0,1
1519294751671048,-1,-2,-13,-77,-5,-1,-2,-1
1519294751686090,1,2,7,14,-7,-3,-1,-1
1519294751686090,-2,-2,1,34,10,-3,-3,-3
1519294751686837,-3,-1,-5,-25,-9,-3,-1,-1
1519294751686837,0,0,4,45,5,1,1,0
1519294751700132,-1,0,-2,-3,3,1,0,1
1519294751700132,-2,-1,2,-8,-3,-1,0,-2
1519294751707893,-1,0,-7,-20,-9,-2,-1,-1
1519294751707893,-1,-2,-2,-15,10,-1,0,-1
1519294751722966,-1,0,-2,-21,-3,0,0,-1
1519294751722966,0,-2,-2,26,0,-2,-2,-1
1519294751739003,0,-1,0,-11,0,2,-1,-2
1519294751739003,0,2,0,-2,-21,-2,1,1
1519294751744992,-2,-3,-2,30,21,-1,-2,-2
1519294751744992,0,0,-4,-47,0,1,1,1
1519294751753014,-1,-2,2,-13,-3,-1,-1,0
1519294751753014,-2,-2,-6,-16,-6,0,-2,-1
1519294751760031,-4,-1,1,-7,-3,1,-1,0
1519294751760031,0,0,1,22,-6,-2,-1,-1
1519294751768053,-1,0,0,0,-1,-1,-2,0
1519294751768053,0,0,0,1,0,-2,-1,-2
1519294751782316,0,0,1,6,0,0,-2,0
1519294751782316,-2,0,-1,-7,2,1,-1,1
1519294751791115,-1,-2,-2,-20,-17,-3,-2,-2
1519294751791115,-1,0,4,54,23,3,0,2
1519294751805432,-1,1,1,-67,0,-1,-1,-1
1519294751805432,1,1,7,40,-22,-3,0,0
1519294751813177,-1,1,-11,-21,14,-1,-2,0
1519294751813177,-2,-4,-17,-34,-10,-2,-1,-2
1519294751820194,-1,1,5,2,-3,-1,1,1
1519294751820194,-1,-2,-2,16,14,0,-1,0
1519294751827210,-1,0,4,-17,1,2,0,1
1519294751827210,2,2,6,1,-5,-1,-1,0
1519294751843444,-2,-4,-2,28,-5,-4,-2,-1
1519294751843444,0,0,-1,15,-1,1,0,0
1519294751851276,1,0,0,-7,-2,-1,0,0
1519294751851276,-2,-4,-2,-12,11,1,-1,-1
1519294751865568,2,2,3,-19,-12,1,0,1
1519294751865568,1,1,3,28,6,-1,-2,0
1519294751873333,-1,1,-2,-25,-1,0,0,-1
1519294751873333,-1,0,3,56,-3,-1,-3,1
1519294751880356,-1,-1,0,-19,6,-1,-2,-2
1519294751880356,0,1,-2,-22,2,-2,0,-1
1519294751896435,-1,-3,-4,17,0,-3,-1,-1
1519294751896435,0,2,5,-20,11,0,1,0
1519294751902410,1,1,-5,10,-1,2,2,1
1519294751902410,-3,-4,-1,13,-1,-4,-3,-1
1519294751910432,1,1,5,19,-1,-1,-1,-1
1519294751910432,-1,-1,3,43,-3,0,1,1
1519294751925743,-2,-3,-9,-77,4,-2,-2,-2
1519294751925743,0,2,-4,-28,-19,-2,-1,-1
1519294751933121,-1,1,5,40,-9,-1,0,0
1519294751933121,0,-1,-4,-17,15,2,0,1
1519294751948937,-3,-3,-2,-30,3,0,0,-3
1519294751948937,0,-2,2,6,-24,-3,1,-2
1519294751948937,1,0,8,36,12,-1,-1,-1
1519294751948937,-1,0,-8,6,0,-1,0,-2
1519294751962940,0,-1,-2,17,0,0,0,2
1519294751962940,-1,-2,-3,-13,7,2,-1,1
1519294751970963,-3,-1,-4,-14,-6,-1,0,-2
1519294751970963,-1,-3,3,-6,-7,-1,0,-2
1519294751994024,1,0,-4,19,-2,0,0,1
1519294751994024,-1,0,-2,-11,5,1,0,-1
1519294751995027,0,-2,7,25,3,-1,-2,-1
1519294751995027,0,-2,-9,-67,-3,-1,0,-2
1519294752008304,0,1,6,35,-6,-1,-1,0
1519294752008304,-1,-3,-9,-11,1,-2,-2,-1
1519294752016085,3,1,4,40,8,5,2,2
1519294752016085,-1,1,1,-32,-20,-6,-3,0
1519294752022385,-3,1,11,39,20,1,-1,-1
1519294752022385,-2,0,-7,-13,2,-5,-2,-3
1519294752031482,-3,0,-5,-29,-3,1,1,0
1519294752031482,-1,-1,7,13,-7,0,-1,-1
1519294752045738,0,-2,-1,44,-7,-3,-2,-3
1519294752045738,-1,-4,-9,-21,4,1,3,1
1519294752053473,0,2,7,-28,0,-2,-3,-2
1519294752053473,-1,-4,-13,-5,-10,-7,-5,-4
1519294752068644,1,-1,6,17,4,4,3,2
1519294752068644,0,3,11,10,7,3,1,-1
1519294752069649,-1,-4,-12,-21,-10,-3,-2,0
1519294752069649,-2,2,1,-3,9,3,0,0
1519294752082925,-1,-1,-2,37,0,-6,-5,-1
1519294752082925,2,3,2,-75,-2,2,0,0
1519294752090936,-3,-6,-12,-10,11,1,2,-3
1519294752090936,0,0,5,35,7,-2,-1,1
1519294752105263,1,1,-3,-45,-24,2,1,0
1519294752105263,-2,6,11,53,9,-2,-3,-2
1519294752113331,0,-4,-8,-23,-9,-4,-1,-1
1519294752113331,2,3,2,6,1,2,0,-1
1519294752128121,-1,-1,-1,0,-12,-1,2,-2
1519294752128121,-2,-2,15,-8,3,-1,-2,-1
1519294752129088,-3,3,-7,-4,5,-2,-2,-1
1519294752129088,-3,-6,14,-13,-14,-8,-4,-3
1519294752143314,0,3,-2,-17,3,2,3,1
1519294752143314,0,-7,-12,10,-4,2,2,0
1519294752150483,0,-3,0,4,2,3,2,2
1519294752150483,0,1,-3,-26,-15,-3,0,1
1519294752165486,3,6,6,-1,17,5,2,3
1519294752165486,3,1,12,50,6,-2,0,0
1519294752173504,-2,-1,-10,-37,-1,-3,-2,-2
1519294752173504,-2,-2,-1,-11,15,3,1,-1
1519294752188545,-6,-13,-6,13,-15,-2,-4,-3
1519294752188545,-10,-3,-14,6,11,-1,-2,-4
1519294752188545,10,1,11,19,-3,-1,0,4
1519294752188545,0,4,-6,-2,-4,-2,1,0
1519294752202819,0,-3,-10,-34,-6,-6,-5,-4
1519294752202819,-4,-5,-3,7,0,1,1,-1
1519294752210659,-6,0,2,5,-2,-1,-1,-2
1519294752210659,1,1,-2,-3,3,3,1,1
1519294752225807,-2,1,-3,1,2,-3,-2,-1
1519294752225807,4,0,-16,-7,-3,1,0,0
1519294752233763,-2,2,0,-1,0,0,-1,-1
1519294752233763,1,0,6,15,0,1,-2,-1
1519294752248742,-2,-3,-13,4,3,0,0,-1
1519294752248742,-2,0,11,-20,-4,0,-1,1
1519294752249738,-1,-2,-7,-6,-10,-2,-2,-2
1519294752249738,-1,-1,7,19,-11,-2,-1,-1
1519294752262742,2,1,-5,1,34,8,1,-1
1519294752262742,1,-1,-6,-39,-15,-5,-2,1
1519294752270824,-1,-2,-10,-4,3,1,-2,-1
1519294752270824,0,0,6,15,-2,-1,1,-1
1519294752284869,1,0,5,2,-7,-2,1,0
1519294752284869,2,0,-14,5,3,-1,0,-2
1519294752292891,-2,1,6,4,-6,0,1,0
1519294752292891,-2,-2,-5,-5,5,-2,-1,-1
1519294752308623,1,0,2,-3,-5,-3,-3,2
1519294752308623,0,-5,2,5,0,2,1,-1
1519294752309283,-3,-1,11,12,-4,-1,-1,0
1519294752309283,0,-4,-8,-7,7,2,2,2
1519294752323363,-2,-1,-6,-3,-5,-2,-2,-1
1519294752323363,0,1,5,8,0,2,1,0
1519294752330662,4,-2,4,8,4,-1,-2,-1
1519294752330662,-2,-5,-10,-20,0,3,0,-1
1519294752345508,-3,4,17,14,-8,-3,-3,-2
1519294752345508,5,2,-4,27,-2,-3,4,2
1519294752353701,-17,0,9,-8,4,0,-6,-5
1519294752353701,-1,4,0,-21,-4,0,-10,-1
1519294752376559,-1,-4,-7,-16,-5,-2,3,-1
1519294752376559,1,1,4,7,3,0,-4,0
1519294752377560,1,-4,-19,-4,-2,-2,2,0
1519294752377560,1,4,10,-5,0,-1,-1,0
1519294752382576,-5,-9,-8,8,-4,-2,-5,-2
1519294752382576,-3,3,6,-5,-1,-1,2,-1
1519294752390889,3,-1,-3,0,1,0,0,0
1519294752390889,-4,-4,-5,0,0,-1,-1,-2
1519294752405643,3,5,3,-4,-8,-1,1,1
1519294752405643,-6,-14,-7,4,12,2,-6,-5
1519294752414033,-1,1,4,2,-2,0,8,0
1519294752414033,6,-2,-3,5,0,1,0,-1
1519294752428084,-6,-1,6,-1,1,0,0,-3
1519294752428084,3,7,-3,0,-6,-2,0,2
1519294752429078,-1,-3,-3,0,2,0,-14,-2
1519294752429078,-1,-5,-9,12,1,-1,7,0
1519294752443442,1,0,7,-16,-2,-2,-11,0
1519294752443442,-3,-3,-17,-16,-4,1,10,0
1519294752451129,3,-1,8,4,2,0,10,0
1519294752451129,2,-1,-11,15,-3,0,-6,-1
1519294752465531,2,6,-8,-14,-2,-3,-11,-2
1519294752465531,0,1,4,-2,1,-3,-2,-1
1519294752473222,1,3,9,12,-1,-1,1,-1
1519294752473222,-1,-4,-3,2,5,-1,5,2
1519294752487858,1,-5,-2,-4,0,-3,8,4
1519294752487858,4,1,-6,-5,-2,-1,-5,-2
1519294752488882,-1,-8,2,-4,-3,0,2,1
1519294752488882,-3,6,5,-2,-1,-1,-4,-1
1519294752503132,-1,-1,1,6,2,-1,1,-2
1519294752503132,1,-1,-1,12,-4,-1,1,-1
1519294752510923,-2,0,-7,-9,-2,0,-4,-2
1519294752510923,-5,0,16,21,1,0,-5,-1
1519294752525318,3,-9,-19,-2,0,1,7,2
1519294752525318,-12,-2,-1,-41,-2,-3,-2,-2
1519294752532980,-5,2,-2,3,0,-3,0,-1
1519294752532980,0,-4,1,-8,-1,-1,-2,-2
1519294752548252,3,1,2,13,-1,2,4,1
1519294752548252,2,-2,8,-3,-4,2,-1,1
1519294752549036,3,5,7,2,4,-1,-1,1
1519294752549036,0,-3,-29,-7,4,0,1,-1
1519294752562062,-3,3,2,13,3,-2,-4,-3
1519294752562062,4,6,0,-25,-4,-1,-3,1
1519294752571323,1,-2,-18,-20,-5,0,-3,-3
1519294752571323,1,3,12,19,2,0,2,1
1519294752585151,-1,-5,-11,-12,0,0,1,-2
1519294752585151,-2,0,5,23,1,-3,-4,-2
1519294752593142,2,0,11,-16,-1,-1,0,-2
1519294752593142,-1,-5,14,17,0,0,0,0
1519294752608421,-2,-3,-23,-34,-5,-1,-1,-2
1519294752608421,0,-2,-4,8,0,-1,-2,1
1519294752609183,0,-3,-1,8,-3,1,-2,1
1519294752609183,-1,5,3,1,-3,-1,0,-1
1519294752623283,1,9,21,14,-3,-3,-1,-1
1519294752623283,1,3,-16,5,-1,-1,2,0
1519294752631475,0,0,-3,-3,0,-1,1,-1
1519294752631475,-14,2,1,-26,-5,-2,0,-6
1519294752645828,13,1,4,58,4,0,-2,4
1519294752645828,0,-6,-15,-20,3,2,-1,-1
1519294752660944,1,5,-2,-3,-4,-1,-2,0
1519294752660944,-1,-5,16,-24,-5,-2,-1,-1
1519294752667986,-5,6,-8,4,0,-2,-2,-4
1519294752667986,-2,-6,-6,25,1,1,-1,-1
1519294752676264,0,0,-1,-9,1,-1,-1,0
1519294752676264,1,0,-7,-17,-2,0,1,1
1519294752683279,-3,-2,28,27,-5,0,1,0
1519294752683279,0,-5,-12,-12,7,-1,-1,1
1519294752698069,-5,-3,-26,-26,5,2,-2,-2
1519294752698069,0,-3,-13,1,-6,-4,-2,-1
1519294752705088,-1,1,0,-18,-2,1,0,-1
1519294752705088,0,7,30,33,-7,-3,0,0
1519294752714112,-1,-8,10,16,-1,-2,-1,-1
1519294752714112,1,1,-22,-5,5,2,1,0
1519294752727460,-3,-4,-19,-1,-2,-1,0,-1
1519294752727460,-4,-4,24,0,-6,-3,-3,-3
1519294752736484,2,2,-11,-1,-2,-2,0,0
1519294752736484,1,0,9,14,-1,0,0,-2
1519294752750848,0,3,-3,-2,17,2,2,0
1519294752750848,3,10,-6,-7,-1,1,3,2
1519294752759549,-2,-24,-10,17,-6,-3,0,-2
1519294752759549,-3,2,19,4,-4,0,0,-1
1519294752765561,-4,-4,-17,-32,-5,0,0,-3
1519294752765561,0,-2,8,-21,16,-1,0,1
1519294752774823,1,6,9,39,-2,-4,-2,0
1519294752774823,4,20,100,13,-18,2,2,3
1519294752787721,-7,-28,-91,-50,13,4,0,-4
1519294752787721,-1,0,39,8,15,3,-1,-2
1519294752796644,2,7,3,-2,1,-1,0,1
1519294752796644,1,-5,-4,-7,2,-3,-2,1
1519294752802659,0,6,35,14,-14,-5,-2,-1
1519294752802659,0,1,-12,-10,-11,-1,-1,-2
1519294752811699,-2,-3,-16,23,3,2,-1,0
1519294752811699,1,-7,-36,-16,4,0,-2,1
1519294752825035,0,8,28,10,-2,2,3,1
1519294752825035,-6,-10,-20,4,3,-1,-5,-1
1519294752834044,0,2,11,-12,-8,-2,-4,2
1519294752834044,-2,-2,-12,12,-1,-2,18,-1
1519294752848424,-5,-5,6,-4,1,-5,-5,-4
1519294752848424,5,2,-5,17,-6,-4,-2,-2
