timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1519294753145234,-7,-9,-6,-15,-4,-5,-5,-7
1519294753160280,11,11,2,8,4,9,6,8
1519294753160280,-12,-11,-6,-8,-6,-9,-4,-6
1519294753167588,-12,-12,-14,2,-12,-9,-7,-8
1519294753167588,13,12,10,-4,12,9,8,8
1519294753175312,-10,-13,-11,-2,-9,-7,-8,-8
1519294753175312,5,6,0,-3,6,6,3,3
1519294753182575,6,7,11,15,-16,2,3,5
1519294753182575,-6,-11,-11,-2,15,1,-5,-6
1519294753197420,5,6,4,-19,-7,2,3,4
1519294753197420,-7,-6,-8,-7,-18,-13,-5,-5
1519294753205439,8,8,8,15,2,7,4,6
1519294753205439,-8,-5,-15,-27,-4,-8,-7,-6
1519294753220575,-11,-12,-2,-3,-9,-10,-9,-9
1519294753220575,11,12,11,27,16,12,8,7
1519294753227494,-10,-16,-13,-24,-4,-12,-9,-10
1519294753227494,2,2,3,4,-6,-3,0,-2
1519294753235512,4,8,5,10,8,5,4,3
1519294753235512,-10,-11,-19,-1,-16,-8,-8,-8
1519294753242746,9,10,13,8,23,4,6,7
1519294753242746,-5,-4,3,-4,-13,-4,-2,-4
1519294753257799,7,5,4,5,-3,7,4,4
1519294753257799,-6,-4,-9,-9,20,-4,-3,-4
1519294753265554,-13,-12,-13,-13,-11,-7,-8,-8
1519294753265554,13,15,14,24,5,10,9,10
1519294753280849,-14,-14,-14,-38,-7,-10,-6,-9
1519294753280849,-5,-6,2,-14,-17,-4,-5,-4
1519294753287610,5,9,6,13,11,9,5,7
1519294753287610,-8,-10,-3,-3,0,-7,-9,-8
1519294753295723,12,11,6,19,8,2,6,7
1519294753295723,-2,1,-3,-5,0,3,0,-2
1519294753303057,3,0,-1,8,-1,-2,-1,-1
1519294753303057,-3,-2,-6,-3,1,2,-1,-3
1519294753318083,-10,-11,-6,-2,-6,-8,-8,-8
1519294753318083,15,15,12,11,7,11,10,12
1519294753325109,-13,-12,-9,-12,-9,-8,-10,-10
1519294753325109,-6,-7,-7,-12,-16,-11,-6,-4
1519294753340147,7,10,6,18,0,9,6,6
1519294753340147,-9,-10,-9,-7,8,-11,-8,-6
1519294753347167,7,6,12,1,-4,5,1,3
1519294753347167,-1,0,1,7,5,-1,1,-1
1519294753355625,1,-1,-3,-11,6,2,-1,1
1519294753355625,1,2,1,0,-12,-1,0,1
1519294753363441,-10,-10,-16,3,-6,-14,-7,-9
1519294753363441,17,15,20,7,18,11,9,12
1519294753377244,-12,-11,-12,2,-13,-8,-7,-10
1519294753377244,-7,-7,-5,-10,-5,-5,-6,-6
1519294753385266,10,14,12,13,15,10,8,7
1519294753385266,-7,-11,-13,-1,-8,-4,-5,-7
1519294753400331,5,4,10,-5,8,9,3,2
1519294753400331,1,3,4,1,0,-3,0,0
1519294753407571,-3,-6,-5,-15,-6,-3,-4,-3
1519294753407571,2,5,1,2,3,3,4,4
1519294753415672,-8,-7,-10,19,-5,-7,-7,-6
1519294753415672,10,9,3,-39,18,9,7,7
1519294753422953,-8,-9,-4,-10,-10,-8,-7,-6
1519294753422953,-11,-14,-16,-11,-13,-10,-9,-9
1519294753438110,14,11,9,17,6,8,8,8
1519294753438110,-9,-12,-2,-2,-10,-8,-8,-7
1519294753445012,6,7,-2,3,6,7,5,6
1519294753445012,2,3,7,4,5,1,2,2
1519294753460064,-3,-5,-4,-12,-6,-4,-2,-1
1519294753460064,1,3,0,7,-6,0,2,2
1519294753468284,-7,-7,-2,-12,4,-5,-5,-5
1519294753468284,11,11,12,15,-5,7,5,7
1519294753475348,-10,-9,-10,-9,-8,-10,-7,-8
1519294753475348,-12,-13,-9,-7,-9,-8,-8,-7
1519294753482133,13,11,12,21,14,14,9,9
1519294753482133,-13,-13,-12,-45,-18,-13,-9,-9
1519294753498296,4,4,3,6,2,2,0,1
1519294753498296,6,6,-4,-14,0,6,5,3
1519294753505176,-5,-6,0,-6,-4,-8,-5,-7
1519294753505176,5,10,11,-1,-3,5,6,5
1519294753520466,-8,-8,-8,3,5,-8,-5,-4
1519294753520466,9,5,7,21,5,7,4,6
1519294753527239,-7,-6,-12,-5,-9,-5,-3,-4
1519294753527239,-11,-9,-10,-15,2,-5,-6,-8
1519294753535256,12,13,14,25,1,7,6,10
1519294753535256,-9,-12,-9,2,-7,-6,-7,-7
1519294753543341,-4,-6,-3,7,0,-6,-4,-4
1519294753543341,9,8,4,-14,8,9,6,5
1519294753557314,-12,-14,1,-1,-11,-11,-9,-11
1519294753557314,10,11,6,-7,2,11,7,7
1519294753565338,-3,-3,-7,3,3,-5,-2,-2
1519294753565338,4,5,14,11,2,3,2,2
1519294753580375,-4,-1,-11,-9,-1,-1,-2,-2
1519294753580375,-12,-11,-2,3,-7,-9,-8,-8
1519294753587394,14,16,11,5,5,9,10,11
1519294753587394,-11,-15,-16,2,-13,-12,-9,-8
1519294753595414,-6,-5,-9,-12,-5,-2,-5,-5
1519294753595414,7,8,9,15,17,11,7,6
1519294753602432,-12,-12,-14,-19,-28,-14,-8,-8
1519294753602432,8,11,7,17,14,8,4,4
1519294753617732,0,0,3,7,0,1,2,0
1519294753617732,1,-2,0,14,0,2,-1,-1
1519294753625761,0,1,0,-41,2,3,0,-1
1519294753625761,-9,-12,-12,-1,-4,-6,-7,-7
1519294753640168,15,15,10,0,-2,14,12,11
1519294753640168,-12,-12,-17,7,14,-9,-10,-10
1519294753648279,-8,-5,10,13,0,-10,-7,-5
1519294753648279,9,11,9,5,3,10,7,8
1519294753655169,-10,-12,-10,-3,-15,-3,-7,-9
1519294753655169,4,5,5,9,15,1,3,4
1519294753663299,1,-1,-4,-3,-8,1,0,0
1519294753663299,-6,-7,-14,-10,-3,-3,-4,-4
1519294753677538,1,7,21,-3,-8,-5,1,3
1519294753677538,-8,-7,-6,-3,5,-7,-6,-6
1519294753685889,12,13,8,23,-8,9,7,9
1519294753685889,-12,-12,-13,-18,-7,-9,-7,-7
1519294753707650,-7,-10,-5,-5,7,-6,-6,-4
1519294753707650,10,12,8,-4,-5,10,7,9
1519294753715771,-9,-11,-11,-1,2,-3,-7,-6
1519294753715771,6,6,9,13,14,0,4,3
1519294753722658,1,-1,-6,-4,22,2,1,2
1519294753722658,-2,-7,0,-20,-40,-5,-2,-4
1519294753730771,4,7,1,3,5,8,5,3
1519294753730771,-7,-7,-7,1,-6,-8,-7,-5
1519294753745794,10,11,15,11,43,7,3,5
1519294753745794,-8,-9,-5,1,3,-5,-7,-7
1519294753759922,-13,-14,-11,22,-18,-12,-9,-10
1519294753759922,5,5,4,-28,-17,4,1,2
1519294753775809,3,7,-2,-15,-19,0,5,4
1519294753775809,-11,-10,-13,-1,-2,-5,-6,-6
1519294753789836,11,9,14,7,13,23,8,8
1519294753789836,-9,-10,-3,7,-16,-33,-15,-11
1519294753797858,-8,-11,-11,-20,-34,-13,-8,-9
1519294753797858,14,15,14,30,20,11,10,11
1519294753812898,-12,-14,-18,-20,-9,-7,-8,-8
1519294753812898,0,1,13,38,3,7,0,1
1519294753819916,5,7,-2,-1,7,7,6,5
1519294753819916,-6,-8,-2,-8,-4,-11,-8,-6
1519294753834987,9,8,4,1,4,6,6,6
1519294753834987,-7,-7,-7,4,1,-3,-3,-4
1519294753849996,-12,-10,-1,-12,-7,-10,-7,-10
1519294753849996,13,14,8,13,-6,13,9,12
1519294753857295,-12,-13,-9,-12,8,-8,-9,-8
1519294753857295,-6,-5,-6,-8,-27,-11,-5,-3
1519294753873340,7,10,10,11,24,6,4,5
1519294753873340,-10,-16,-19,-20,-6,-3,-7,-8
1519294753880705,10,12,10,10,11,14,8,5
1519294753880705,0,0,-2,9,-3,-7,-3,-3
1519294753895697,-11,-12,-4,-20,-5,-6,-7,-7
1519294753895697,15,15,13,18,9,9,11,11
1519294753918460,-13,-15,-11,-15,-11,-12,-9,-11
1519294753918460,-3,-3,-5,11,2,-6,-2,-3
1519294753925808,7,9,2,-30,0,9,7,6
1519294753925808,-9,-12,-7,-8,-1,-8,-9,-8
1519294753940777,4,7,1,9,3,3,3,2
1519294753940777,1,0,0,8,-13,-2,2,0
1519294753947719,0,-4,-4,-3,8,-1,-3,0
1519294753947719,2,4,-1,-17,-5,-1,1,1
1519294753962880,-11,-11,-8,-1,-18,-14,-11,-10
1519294753962880,-9,-8,-6,-1,4,-4,-5,-6
1519294753977920,3,3,-4,8,-1,5,5,3
1519294753977920,1,1,11,-1,3,2,0,0
1519294753992963,-2,-4,-1,5,-1,-3,-3,-1
1519294753992963,0,2,5,1,-10,0,0,0
1519294754007308,-7,-6,-17,-8,-2,-4,-3,-4
1519294754007308,10,12,5,-1,3,8,6,8
1519294754022533,11,11,9,7,1,6,6,8
1519294754022533,-11,-11,-9,-4,-2,-7,-7,-10
1519294754045438,3,7,5,1,0,2,3,4
1519294754045438,4,5,0,4,2,1,2,2
1519294754052455,-6,-11,-9,7,0,-6,-5,-4
1519294754052455,3,4,7,1,-13,1,3,2
1519294754067538,-9,-9,2,26,-3,-1,-6,-7
1519294754067538,-9,-13,-12,-42,-14,-14,-9,-7
1519294754082839,3,3,7,24,3,0,2,3
1519294754082839,6,11,17,5,8,9,7,7
1519294754098258,-7,-5,-8,-12,-3,-7,-3,-5
1519294754098258,9,5,10,19,7,8,6,6
1519294754112919,-8,-7,-10,-14,-6,-4,-6,-4
1519294754112919,-10,-12,-7,-6,-9,-5,-8,-9
1519294754120023,11,11,9,-1,15,1,6,8
1519294754120023,-11,-11,-12,-1,-5,-10,-7,-7
1519294754135085,-7,-10,1,-32,-19,-7,-6,-8
1519294754135085,6,8,-2,10,14,5,5,6
1519294754150067,-7,-6,-4,4,-6,-9,-2,-3
1519294754150067,6,5,8,15,15,11,4,5
1519294754158301,-3,-2,-6,-12,-11,-4,-1,-2
1519294754158301,-12,-9,-8,5,2,-6,-7,-9
1519294754173284,13,12,10,19,4,13,11,11
1519294754173284,-13,-14,-16,-61,-13,-17,-10,-10
1519294754180359,-4,-5,-2,1,-9,-1,-2,-2
1519294754180359,5,4,3,8,13,7,4,5
1519294754195162,-4,0,12,25,0,-2,-1,-2
1519294754195162,3,1,-10,5,-2,1,-1,1
1519294754210202,-3,3,1,-28,-5,-1,-1,-2
1519294754210202,-9,-9,-15,-5,8,-2,-7,-7
1519294754218254,14,13,4,1,-7,8,7,11
1519294754218254,-11,-13,3,10,-7,-10,-8,-9
1519294754232534,-3,-5,-1,4,-6,-3,-4,-2
1519294754232534,9,10,7,0,21,6,5,5
1519294754240559,-8,-11,-10,-12,-3,-6,-6,-5
1519294754240559,2,3,-11,-1,9,6,2,1
1519294754255746,1,4,-3,24,13,6,3,2
1519294754255746,-9,-10,-10,-64,-12,-11,-7,-8
1519294754269664,15,15,9,14,9,13,9,10
1519294754269664,-13,-11,-8,7,-3,-7,-9,-9
1519294754284905,-6,-5,-2,-10,-14,-7,-5,-5
1519294754284905,13,14,18,32,18,10,8,10
1519294754299713,-7,-9,-9,-8,-8,-9,-7,-6
1519294754299713,3,4,3,2,1,6,5,5
1519294754307735,0,3,-1,-5,6,-4,1,0
1519294754307735,-3,-6,-3,-17,-12,-6,-3,-3
1519294754322837,10,10,5,-55,18,14,7,7
1519294754322837,-9,-6,-5,2,-53,-22,-7,-6
1519294754338071,-11,-13,0,9,-4,-9,-9,-10
1519294754338071,6,4,4,13,0,7,3,3
1519294754352880,5,3,-2,3,25,4,3,3
1519294754352880,-4,-6,3,-9,-3,-4,-4,-3
1519294754359942,2,1,0,6,-15,-1,2,1
1519294754359942,-7,-8,-17,-4,7,-2,-5,-6
1519294754374942,-12,-12,-17,-5,-5,-14,-7,-8
1519294754374942,13,14,11,18,8,12,10,10
1519294754389979,-13,-16,-14,-12,-11,-10,-8,-9
1519294754389979,5,2,5,-1,7,5,1,0
1519294754398012,7,8,3,0,-23,-2,3,6
1519294754398012,-9,-9,-13,-7,12,-7,-6,-7
1519294754413044,7,10,3,3,5,7,6,5
1519294754413044,-7,-5,-1,10,-3,-6,-4,-5
1519294754420329,9,8,4,2,-1,12,6,7
1519294754420329,-5,-6,-3,-26,21,-9,-3,-4
1519294754435563,-9,-10,-3,6,-7,-6,-9,-8
1519294754435563,-2,-3,0,-12,-6,-5,-2,-4
1519294754450346,5,5,4,-4,21,2,4,3
1519294754450346,-10,-13,-12,-6,-16,-13,-7,-8
1519294754457510,9,10,5,3,15,7,8,7
1519294754457510,-5,-4,6,6,-8,-3,-3,0
1519294754473097,5,2,6,5,6,8,2,3
1519294754473097,-4,-7,-7,-12,-16,-3,-4,-5
1519294754479995,-11,-10,-3,4,-6,-11,-7,-8
1519294754479995,15,15,9,6,32,16,11,10
1519294754494902,6,9,6,2,17,5,6,5
1519294754494902,-10,-12,-13,-4,-20,-7,-7,-5
1519294754510175,7,9,7,-3,6,3,4,4
1519294754510175,1,3,-3,-4,-3,3,1,-1
1519294754518184,-1,-3,1,8,27,-3,-4,0
1519294754518184,0,-1,-5,-13,-13,0,1,-1
1519294754532342,-13,-11,-2,-5,4,-7,-7,-8
1519294754532342,16,16,10,8,-1,8,10,12
1519294754540242,-13,-13,-12,-10,-2,-9,-10,-9
1519294754540242,-7,-6,-4,13,-7,-14,-8,-5
1519294754562539,4,6,-4,-2,-1,4,2,0
1519294754562539,-1,-1,4,12,-5,2,0,-1
1519294754577341,-3,-9,-8,-5,1,-3,-7,-5
1519294754577341,0,4,4,4,4,0,2,3
1519294754585667,-9,-9,-7,-5,-6,-8,-6,-8
1519294754585667,14,13,5,7,10,15,10,10
1519294754600454,-9,-7,-2,-2,-1,-13,-6,-7
1519294754600454,-7,-12,-12,-25,-18,-7,-7,-6
1519294754607475,11,11,12,13,8,13,7,9
1519294754607475,-9,-11,-9,-8,-4,0,-5,-6
1519294754615495,-4,-7,-10,-5,-2,-3,-2,-2
1519294754615495,3,5,10,4,-1,0,1,2
1519294754630483,-5,-6,-6,-2,-2,-3,-3,-6
1519294754630483,11,9,7,7,-3,6,6,8
1519294754637535,-6,-8,-9,-6,-5,-7,-5,-6
1519294754637535,-14,-12,-14,-2,-5,-7,-10,-11
1519294754653101,12,13,9,-4,9,12,9,9
1519294754653101,-12,-13,-15,-10,-10,-10,-10,-10
1519294754660012,6,7,15,4,0,2,4,3
1519294754660012,4,5,3,-1,10,0,4,3
1519294754675162,-6,-7,-8,-3,2,-3,-4,-7
1519294754675162,9,10,11,-6,0,5,5,8
1519294754690185,-12,-9,-11,-18,-9,-9,-6,-5
1519294754690185,-12,-11,-9,-2,1,-13,-10,-10
1519294754698229,10,14,9,13,8,9,8,8
1519294754698229,-9,-10,-9,-5,-18,-8,-9,-9
1519294754713305,2,1,-2,-6,-6,-3,-2,0
1519294754713305,5,8,12,29,17,6,4,4
1519294754720253,-7,-9,-14,-15,-12,-4,-6,-5
1519294754720253,5,10,3,7,-9,5,6,5
1519294754735313,-6,-4,-1,-5,0,-7,-3,-5
1519294754735313,-10,-9,-10,-4,-4,0,-7,-8
1519294754750351,14,15,10,10,0,4,8,9
1519294754750351,-10,-9,-10,-10,-8,-8,-6,-6
1519294754758312,-5,-6,-4,-12,-7,-6,-4,-3
1519294754758312,7,8,10,15,9,5,5,5
1519294754772682,-11,-14,-14,-7,-12,-9,-8,-8
1519294754772682,10,11,2,-15,3,6,9,7
1519294754780717,-5,-2,9,23,9,-2,-3,-4
1519294754780717,5,0,4,4,2,4,1,4
1519294754795754,17,15,5,6,-4,12,10,10
1519294754795754,-12,-13,0,4,-5,-11,-7,-12
1519294754809789,-5,-9,-9,-34,-7,-2,-4,-6
1519294754809789,8,9,10,9,9,4,6,5
1519294754817842,-10,-11,-13,-15,-18,-11,-6,-7
1519294754817842,6,10,4,5,10,8,5,4
1519294754840871,-1,0,-1,1,0,0,0,0
1519294754840871,-1,-5,-8,-2,-6,-3,-1,-1
1519294754848154,0,0,8,-3,11,-1,-1,0
1519294754848154,-10,-10,-8,-8,-15,-7,-6,-7
1519294754863180,-8,-7,-8,-3,-8,-6,-4,-5
1519294754863180,11,11,10,16,4,10,7,9
1519294754877971,-10,-12,-15,-4,0,-8,-7,-8
1519294754877971,5,4,18,12,8,4,3,3
1519294754885115,-1,1,-7,-3,-9,-1,1,0
1519294754885115,-4,-6,0,-7,-4,-6,-6,-5
1519294754893010,2,3,11,9,-10,0,0,1
1519294754893010,-8,-11,-18,-10,-4,-9,-8,-8
1519294754900533,15,11,12,14,14,11,9,11
1519294754900533,-9,-11,-10,-14,-6,-9,-8,-5
1519294754915520,-12,-14,-10,-5,-11,-5,-7,-8
1519294754915520,5,6,-6,-1,-20,-5,0,3
1519294754930340,3,6,8,-5,27,8,3,1
1519294754930340,-3,-9,-11,-5,-11,-3,-5,-4
1519294754938332,5,7,20,4,-6,1,5,3
1519294754938332,-8,-8,-11,1,12,-5,-3,-5
1519294754960395,9,7,-1,-1,-7,7,5,8
1519294754960395,-11,-6,2,7,-25,-13,-7,-8
1519294754967659,-10,-14,-21,3,-5,-8,-9,-9
1519294754967659,12,13,16,16,7,9,9,8
1519294754982744,6,7,2,-2,1,6,3,4
1519294754982744,-5,-9,-10,-12,-3,-4,-6,-5
1519294755005176,5,6,4,-25,-11,-3,4,3
1519294755005176,-7,-5,-8,-2,2,-5,-4,-3
1519294755012441,7,8,13,8,3,6,3,6
1519294755012441,-6,-6,-4,-14,-1,-6,-3,-6
1519294755020213,-12,-16,-16,7,-5,-8,-10,-9
1519294755020213,12,14,17,5,11,9,7,7
1519294755027232,-12,-13,-4,-16,-11,-12,-9,-8
1519294755027232,0,2,-10,-12,-5,0,-1,1
1519294755042457,8,9,18,30,14,10,5,5
1519294755042457,-10,-15,-20,-20,-24,-17,-9,-8
1519294755057828,-10,-9,-4,-4,-7,-6,-7,-7
1519294755057828,12,10,8,6,15,6,8,9
1519294755072905,-11,-10,-12,4,-7,-9,-8,-8
1519294755072905,-5,-8,-8,-3,-2,-6,-5,-3
1519294755080241,8,10,11,0,8,5,5,7
1519294755080241,-11,-14,-11,-4,-13,-7,-8,-8
1519294755094947,9,11,3,6,9,5,7,7
1519294755094947,-1,3,7,0,2,2,0,0
1519294755103158,2,0,-7,-2,14,6,2,0
1519294755103158,-3,0,1,-6,7,-7,-3,-2
1519294755125030,-14,-13,-13,7,-19,-15,-10,-11
1519294755125030,-4,-6,-3,-29,-1,-2,-6,-6
1519294755140070,10,10,6,-33,17,10,6,7
1519294755140070,-9,-12,-5,25,-19,-6,-8,-8
1519294755148089,6,5,4,0,4,2,3,4
1519294755148089,0,1,-3,8,0,-5,2,0
1519294755162128,-2,-5,3,4,5,1,-3,-3
1519294755162128,1,3,-10,2,6,3,2,1
1519294755177165,10,13,15,20,13,7,9,9
1519294755177165,-11,-11,-16,-8,-9,-9,-9,-8
1519294755192466,3,4,1,-21,-12,4,2,3
1519294755192466,1,2,2,-5,-27,-9,-1,0
1519294755200227,-6,-10,-11,-7,11,-2,-5,-5
1519294755200227,5,8,9,1,-1,5,5,4
1519294755215267,-9,-9,-10,-2,-4,-9,-6,-8
1519294755215267,11,10,9,33,16,13,7,7
1519294755222285,-10,-8,-5,-31,-11,-6,-5,-7
1519294755222285,-12,-13,-6,5,-15,-10,-8,-8
1519294755237326,8,8,3,15,2,5,4,4
1519294755237326,3,3,3,5,9,4,4,2
1519294755253370,-6,-8,-8,-2,1,-1,-6,-5
1519294755253370,2,5,8,-1,14,3,3,1
1519294755260387,-6,-7,-11,-1,-6,-6,-5,-5
1519294755260387,9,10,13,7,3,7,6,7
1519294755275431,-9,-8,-7,5,-12,-9,-5,-7
1519294755275431,-12,-14,-12,-14,-6,-9,-8,-11
1519294755282444,13,11,9,28,5,10,8,9
1519294755282444,-11,-14,-18,-25,-2,-12,-9,-9
1519294755297486,-8,-8,-1,-2,-17,-9,-7,-7
1519294755297486,5,7,5,6,8,7,4,4
1519294755312525,-7,-5,-8,-7,-6,-9,-4,-6
1519294755312525,9,8,4,-2,8,9,5,8
1519294755320550,-6,-7,-7,-4,-8,-4,-4,-4
1519294755320550,-12,-12,-11,-29,-11,-13,-9,-10
1519294755335590,10,11,6,6,10,11,8,7
1519294755335590,-10,-11,-9,-10,-13,-12,-8,-8
1519294755342942,-3,-3,-6,-4,-2,0,-3,-2
1519294755342942,5,7,12,30,32,10,7,5
1519294755357906,-5,-4,-6,-5,-4,-7,-3,-4
1519294755357906,6,3,5,11,-1,7,3,5
1519294755372945,-3,-1,-1,10,5,-3,-2,-2
1519294755372945,-10,-12,-16,-8,-5,-9,-7,-9
1519294755379964,14,14,11,0,10,10,10,10
1519294755379964,-10,-12,-11,-5,-21,-7,-8,-11
1519294755403025,-4,-6,-2,16,0,-3,-5,-3
1519294755403025,6,10,8,-4,3,6,5,6
1519294755410041,-9,-12,-9,1,0,-5,-6,-7
1519294755410041,9,9,3,-2,-2,6,6,7
1519294755425083,-1,0,-10,-3,16,3,0,-1
1519294755425083,-10,-11,1,-9,-37,-13,-9,-11
1519294755440140,15,17,13,18,37,13,10,13
1519294755440140,-12,-12,-6,-7,-11,-11,-8,-10
1519294755447139,-5,-7,-5,-6,-4,-6,-4,-4
1519294755447139,8,10,5,3,6,7,6,7
1519294755455164,-11,-15,-14,-14,-3,-4,-9,-9
1519294755455164,3,3,4,20,2,0,1,2
1519294755462179,-1,4,5,-38,-11,-2,-1,0
1519294755462179,-4,-8,-3,15,3,-1,-5,-5
1519294755477232,15,13,15,23,-2,12,10,11
1519294755477232,-10,-9,-9,-10,-3,-9,-8,-7
1519294755492589,-7,-9,-4,-13,-9,-7,-3,-7
1519294755492589,12,12,8,16,2,14,8,8
1519294755500631,-8,-10,-10,0,-9,-5,-5,-6
1519294755500631,4,4,0,-11,12,2,3,5
1519294755515321,1,1,1,11,-21,-3,0,0
1519294755515321,-3,-5,8,40,0,-2,-3,-2
1519294755522343,3,6,0,-8,0,2,3,3
1519294755522343,-8,-6,-7,-6,-2,-5,-5,-5
1519294755537383,-13,-15,-7,-3,-17,-8,-10,-9
1519294755537383,12,15,12,9,20,5,6,10
1519294755552450,-11,-14,-7,-13,-28,-17,-11,-11
1519294755552450,8,8,3,-8,8,13,7,6
1519294755560467,3,5,1,11,-6,-3,3,2
1519294755560467,-6,-7,-6,-9,-7,-5,-5,-4
1519294755575512,1,1,-3,18,3,1,1,1
1519294755575512,-8,-6,-3,-36,2,-5,-5,-7
1519294755582581,8,6,7,22,7,8,5,6
1519294755582581,-9,-9,-8,-1,-18,-7,-4,-8
1519294755597605,-13,-11,-6,-8,4,-10,-10,-9
1519294755597605,3,1,-2,3,-5,2,0,0
1519294755612823,8,7,2,0,4,7,6,4
1519294755612823,-7,-11,-5,-13,0,-4,-8,-7
1519294755619823,8,10,2,5,28,6,7,5
1519294755619823,-6,-6,0,-1,-15,0,-3,-5
1519294755634863,8,8,6,1,2,8,5,6
1519294755634863,-7,-6,-11,5,3,-8,-6,-5
1519294755643068,-12,-13,-10,4,3,-7,-9,-8
1519294755643068,9,12,8,13,7,4,8,7
1519294755658193,7,8,7,8,7,6,5,4
1519294755658193,-8,-13,-6,-12,-4,-6,-8,-6
1519294755673233,11,14,11,7,8,7,9,7
1519294755673233,-4,-4,-6,-1,-4,-3,-2,-2
1519294755680238,6,4,1,-4,-8,1,1,4
1519294755680238,-2,-1,4,-1,-12,-4,-2,-3
1519294755695024,-11,-13,-10,-8,16,-10,-7,-9
1519294755695024,13,15,10,19,-5,10,9,10
1519294755703271,-10,-11,-9,-18,-24,-11,-8,-8
1519294755703271,-5,-5,-11,7,7,-7,-4,-4
1519294755717147,8,8,7,19,-1,6,5,4
1519294755717147,-2,1,0,17,18,0,1,0
1519294755732191,2,-2,-8,-41,-3,1,-2,1
1519294755732191,0,0,4,16,0,-1,1,1
1519294755740212,-12,-12,-9,-14,-13,-11,-7,-8
1519294755740212,15,17,17,9,12,14,10,13
1519294755755584,-12,-12,-16,-4,-10,-8,-7,-9
1519294755755584,-5,-8,-16,-12,2,-4,-4,-6
1519294755763365,9,12,21,7,-2,3,7,6
1519294755763365,-8,-11,-11,1,7,-1,-8,-8
1519294755777308,-2,-8,-5,5,6,4,-4,-2
1519294755777308,1,4,0,-9,-8,0,2,2
1519294755792647,-7,-9,-3,6,1,-7,-7,-8
1519294755792647,13,13,8,9,-4,10,8,10
1519294755800371,-9,-10,-12,-9,4,-7,-5,-9
1519294755800371,-6,-7,1,-7,-15,-7,-7,-7
1519294755815409,12,14,9,6,13,12,8,8
1519294755815409,-11,-12,-9,-6,-5,-9,-9,-8
1519294755822427,3,7,11,0,4,3,2,5
1519294755822427,1,2,-1,3,-1,-2,1,-1
1519294755837564,-8,-9,-15,-10,-39,-15,-6,-6
1519294755837564,11,10,12,9,24,17,8,9
1519294755853179,-10,-10,-9,-32,-3,-17,-9,-8
1519294755853179,-12,-14,-8,-10,-11,-10,-9,-10
1519294755860094,12,16,12,20,17,13,8,9
1519294755860094,-13,-15,-20,-47,-19,-11,-10,-9
1519294755875331,7,6,16,11,15,3,6,3
1519294755875331,6,6,0,12,5,2,3,3
1519294755882364,-7,-10,-9,-15,-2,-5,-6,-6
1519294755882364,3,3,-1,3,-7,1,2,3
1519294755898197,-9,-7,-5,0,-1,-5,-6,-6
1519294755898197,-12,-13,-8,-3,-3,-13,-9,-8
1519294755912432,13,11,5,2,6,11,9,8
1519294755912432,-12,-12,-8,-4,-13,-10,-8,-9
1519294755920221,2,2,2,7,26,6,1,1
1519294755920221,6,8,7,11,-22,0,5,5
1519294755935524,-8,-10,-9,-5,-16,-8,-7,-5
1519294755935524,7,10,6,-28,15,8,6,6
1519294755950802,-5,-4,-4,-1,-7,-5,-3,-6
1519294755950802,9,7,2,6,6,8,7,6
1519294755965812,10,9,2,-9,3,12,7,8
1519294755965812,-11,-11,-9,-6,-6,-10,-9,-8
1519294755980647,-4,-3,-1,-1,-7,-2,-5,-6
1519294755980647,4,7,2,5,-3,5,4,5
1519294755987662,-10,-13,-17,-13,-3,-9,-10,-8
1519294755987662,10,12,11,7,6,7,7,6
1519294756002737,-3,-4,-1,17,2,-5,-1,-2
1519294756002737,-12,-14,-17,-46,-17,-6,-9,-8
1519294756017744,15,15,16,10,15,13,11,10
1519294756017744,-10,-11,-12,2,0,-9,-9,-10
1519294756024764,-6,-5,-4,-4,-15,-5,-5,-3
1519294756024764,7,9,6,18,5,8,6,7
1519294756039801,0,0,1,-6,-17,0,0,1
1519294756039801,1,-2,1,7,8,0,-2,0
1519294756054877,-1,0,-5,0,6,2,0,-1
1519294756054877,-12,-12,-7,19,-11,-8,-6,-9
1519294756062863,16,17,12,-39,12,16,10,12
1519294756062863,-12,-12,-8,-5,-8,-11,-8,-10
1519294756077902,-6,-9,-17,-1,1,-4,-5,-4
1519294756077902,9,12,18,4,-6,0,6,6
1519294756084921,-11,-13,-8,-3,-6,-2,-6,-8
1519294756084921,4,4,1,-6,6,-1,1,2
1519294756100237,2,7,17,11,9,0,2,3
1519294756100237,-10,-11,-14,-7,-1,-7,-8,-7
1519294756115278,15,15,7,9,6,9,8,10
1519294756115278,-12,-10,-10,-15,-12,-7,-8,-8
1519294756122299,-8,-9,-11,4,7,-7,-5,-6
1519294756122299,11,14,13,29,7,7,9,7
1519294756137340,-9,-12,-11,-42,-20,-12,-8,-7
1519294756137340,4,5,7,7,9,7,5,5
1519294756145621,1,3,3,2,1,0,0,0
1519294756145621,-4,-5,-1,15,-5,-2,-3,-3
1519294756159711,9,9,8,9,-14,3,5,6
1519294756159711,-9,-8,-8,-16,-9,-5,-5,-8
1519294756174734,-11,-12,-11,-8,-21,-11,-9,-10
1519294756174734,14,16,10,5,21,17,10,10
1519294756182866,-12,-13,-8,0,-2,-10,-9,-9
1519294756182866,6,6,4,0,-3,1,2,4
1519294756198114,4,4,4,10,0,2,3,4
